workerid,proliferate.condition,center_embedding,confidence,continuation,header,individual_judgment,item,passive,policy_wording,population_judgment,slide_number_in_experiment,time,version,subject_information.affiliation,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.language,subject_information.legaltraining,subject_information.problems,subject_information.race,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
392,condition1,no,0.78,"One day, Gwen drives her SUV to the grocery store. After buying groceries, she injures her wrist when she lifts a heavy grocery bag into her car. This incident ultimately leads to thousands of dollars in medical expenses. Gwen files a claim with her insurance company for the damages.","Gwen has insurance that covers a ""Personal Accident."" In a ""Personal Accident"" event,",no,Personal Accident,no,An incident occurs with a vehicular collision that injures a policyholder.This incident results in substantial damage to the policyholder's person.,100,13,93861,uncovered,1,47,Yes,,4,2,Male,English,0,No,White,Chrome,Mac,900,1440,12.190566666666667,
392,condition1,no,0.52,Carol's bathroom wall has become severely damaged due to a pipe that slowly leaked over several days before Carol got around to calling a plumber who could fix the leak. Carol files a claim with her insurance company for the damage to her wall.,"Carol has insurance that covers ""Escape of Water."" In an ""Escape of Water'' event,",no,Escape Of Water,yes,An incident occurs with water that is released by an internal source in an abrupt and unexpected manner.This incident results in damage to the policyholder's property.,50,14,56146,uncovered,1,47,Yes,,4,2,Male,English,0,No,White,Chrome,Mac,900,1440,12.190566666666667,
392,condition1,yes,0.76,"One day, Ken parks his car next to his home and leaves behind his smartphone, which catches fire later that day due to a defect. The fire does not spread to the rest of the car, but it causes significant smoke damage to the car's interior. Ken files a claim with his insurance company for the damage.","Ken has insurance that covers ""Vehicle Fire."" In a ""Vehicle Fire"" event,",yes,Vehicle Fire,yes,An incident that occurs with a fire or explosion that is instigated by an external force results in damage to the policyholder's vehicle.,85,15,25821,controversial,1,47,Yes,,4,2,Male,English,0,No,White,Chrome,Mac,900,1440,12.190566666666667,
392,condition1,yes,0.68,"Denise is moving to a new home on the other side of town. She pays a professional moving company to move her belongings out of her current home. During the move, the moving truck is involved in a minor accident that damages several pieces of her furniture and other belongings. Denise files a claim with her insurance company for the damage to her belongings.","Denise has insurance that covers ""House Removal."" In a ""House Removal"" event,",yes,House Removal,no,An incident that occurs with professional contractors who move policyholder belongings results in damage to those belongings.,75,16,29158,covered,1,47,Yes,,4,2,Male,English,0,No,White,Chrome,Mac,900,1440,12.190566666666667,
390,condition1,no,1,"One day, a hail storm hits Mia's house and causes damage to the plants on her balcony. Many plants lose leaves and some are completely covered in ice, causing them to die. Mia files a claim with her insurance company for the damage.","Mia has insurance that covers ""Hail Damage."" In a ""Hail Damage"" event, ",no,Hail Damage,no,An incident occurs with hail of such intensity that it results in damage specifically to hard surfaces or breaks glass.,99,3,25213,filler_uncovered,1,21,Yes,Thank you for the opportunity to participate in this study today.,2,1,Male,English,0,"None, everything worked just fine.",Asian,Firefox,Mac,900,1440,8.640866666666666,
390,condition1,no,0.96,"Lucas, who lives alone, goes on vacation and leaves his car locked in his home garage. However, surveillance footage captures a masked assailant breaking into his car and stealing Lucas's very high-end seat covers. Lucas files a claim with his insurance company for the loss.","Lucas has insurance that covers ""Vehicle Theft."" In a ""Vehicle Theft"" event, ",yes,Vehicle Theft,no,An incident occurs with loss due to theft to policyholder's car or car accessories.,90,4,22775,filler_covered,1,21,Yes,Thank you for the opportunity to participate in this study today.,2,1,Male,English,0,"None, everything worked just fine.",Asian,Firefox,Mac,900,1440,8.640866666666666,
390,condition1,yes,0.71,"One day, a lightning storm passes through Cam's neighborhood and lightning hits his neighborhood's power plant, causing a power outage. Cam goes to his attic with a candle to reset the circuit breaker, but he drops the candle and starts a fire so large that almost all of his roof burns before firefighters manage to extinguish it. Cam files a claim with his insurance company for the damage.","Cam has insurance that covers ""Storm Damage."" In a ""Storm Damage"" event,",no,Storm Damage,yes,An incident that occurs with lightning that is created by a storm results in damage to the policyholder's property.,60,5,28434,uncovered,1,21,Yes,Thank you for the opportunity to participate in this study today.,2,1,Male,English,0,"None, everything worked just fine.",Asian,Firefox,Mac,900,1440,8.640866666666666,
390,condition1,yes,0.61,"One day, Ken parks his car next to his home and leaves behind his smartphone, which catches fire later that day due to a defect. The fire does not spread to the rest of the car, but it causes significant smoke damage to the car's interior. Ken files a claim with his insurance company for the damage.","Ken has insurance that covers ""Vehicle Fire."" In a ""Vehicle Fire"" event,",no,Vehicle Fire,yes,An incident that occurs with a fire or explosion that is instigated by an external force results in damage to the policyholder's vehicle.,50,6,23953,controversial,1,21,Yes,Thank you for the opportunity to participate in this study today.,2,1,Male,English,0,"None, everything worked just fine.",Asian,Firefox,Mac,900,1440,8.640866666666666,
390,condition1,no,0.96,"One evening, an earthquake erupts near Blake's house. The force of the earthquake causes Blake's house to shake, which damages the house's foundation. Blake files a claim with his insurance company for the damage.","Blake has home insurance that covers ""Ground Heave."" In a ""Ground Heave"" event,",yes,Ground Heave,yes,An incident occurs with ground movement or landslip that is induced by an external force.This incident results in damage to the policyholder's property.,90,7,19192,covered,1,21,Yes,Thank you for the opportunity to participate in this study today.,2,1,Male,English,0,"None, everything worked just fine.",Asian,Firefox,Mac,900,1440,8.640866666666666,
390,condition1,yes,0.92,"Gavin works as an A/C repair technician in a small town. One day, Gavin is hired to repair an air conditioner located on the second story of a building. Because Gavin is an experienced repairman, he knows that the safest way to access the unit is with a sturdy ladder. While climbing the ladder, Gavin loses his balance and falls, causing significant injury. Because of this, he subsequently has to stop working for weeks. Gavin files a claim with his insurance company for lost income.","Gavin has insurance that covers ""General Damages."" In a ""General Damages'' event,",yes,General Damages,yes,An incident that occurs with a policyholder who is injured by a workplace hazard results in missed employment for the policyholder.,95,8,42129,covered,1,21,Yes,Thank you for the opportunity to participate in this study today.,2,1,Male,English,0,"None, everything worked just fine.",Asian,Firefox,Mac,900,1440,8.640866666666666,
390,condition1,yes,0.91,"Denise is moving to a new home on the other side of town. She rents a truck and decides she will move her own belongings out of her current home. During the move, her truck is involved in a minor accident that damages several pieces of her furniture and other belongings. Denise files a claim with her insurance company for the damage to her belongings.","Denise has insurance that covers ""House Removal."" In a ""House Removal"" event,",no,House Removal,no,An incident that occurs with professional contractors who move policyholder belongings results in damage to those belongings.,85,9,29645,uncovered,1,21,Yes,Thank you for the opportunity to participate in this study today.,2,1,Male,English,0,"None, everything worked just fine.",Asian,Firefox,Mac,900,1440,8.640866666666666,
390,condition1,yes,0.92,"Justin, a professional plumber, is repairing his leaky kitchen sink when he notices more extensive damage to a pipe that leads to the kitchen. In order to access and repair the damaged pipe, Justin has to tear out drywall and tear up floorboards. He files a claim with his insurance company for the damage.","Justin has insurance that covers ""Trace and Access."" In a ""Trace and Access"" event,",no,Trace And Access,no,An incident that occurs with a skilled professional who accesses cables or pipes under reasonable circumstances results in damage to the policyholder's property.,95,10,19027,covered,1,21,Yes,Thank you for the opportunity to participate in this study today.,2,1,Male,English,0,"None, everything worked just fine.",Asian,Firefox,Mac,900,1440,8.640866666666666,
390,condition1,no,1,"One day, Gwen drives her SUV to the grocery store. After buying groceries, she injures her wrist when she lifts a heavy grocery bag into her car. This incident ultimately leads to thousands of dollars in medical expenses. Gwen files a claim with her insurance company for the damages.","Gwen has insurance that covers a ""Personal Accident."" In a ""Personal Accident"" event,",no,Personal Accident,yes,An incident occurs with a policyholder who is injured by a vehicular collision.This incident results in substantial damage to the policyholder's person.,99,11,14513,uncovered,1,21,Yes,Thank you for the opportunity to participate in this study today.,2,1,Male,English,0,"None, everything worked just fine.",Asian,Firefox,Mac,900,1440,8.640866666666666,
390,condition1,no,0.84,"Beth lives in a very quiet neighborhood at the edge of town with her two young children. Upon returning home from work one day, she sees that an exterior wall of her house is covered in graffiti. She reviews her home surveillance footage and sees that her estranged young adult son spraypainted the wall. She hires professional painters to paint over the graffiti. Beth files a claim with her insurance company for the damages.","Beth has insurance that covers ""Malicious Acts or Vandalism."" In a ""Malicious Acts or Vandalism"" event,",yes,Malicious Acts Or Vandalism,no,An incident occurs with an adverse third party that wields a colorant or stain.This incident results in damage to the policyholder's property.,80,12,22446,controversial,1,21,Yes,Thank you for the opportunity to participate in this study today.,2,1,Male,English,0,"None, everything worked just fine.",Asian,Firefox,Mac,900,1440,8.640866666666666,
390,condition1,yes,0.67,"Mariam has a wall-mounted oil lamp in her living room. One night, the lamp cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.","Mariam has insurance that covers ""Escape of Oil."" In an ""Escape of Oil"" event,",yes,Escape Of Oil,no,An incident that occurs with a fixed heating installation that leaks oil results in damage to the policyholder's property.,70,13,159832,controversial,1,21,Yes,Thank you for the opportunity to participate in this study today.,2,1,Male,English,0,"None, everything worked just fine.",Asian,Firefox,Mac,900,1440,8.640866666666666,
390,condition1,no,0.92,"Aneesh drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league game hits one of his car's side mirrors. When he returns, he discovers that the side mirror has been severely damaged and that broken shards from the side mirror managed to leave scratches on the car. Aneesh files a claim with his insurance company for the damage.","Aneesh has insurance that covers ""Vehicle Glass Damage."" In a ""Vehicle Glass Damage"" event,",yes,Vehicle Glass,yes,An incident occurs with vehicle glass that is broken by an external force.This incident results in damage to the body work of the policyholder's vehicle.,90,14,15361,controversial,1,21,Yes,Thank you for the opportunity to participate in this study today.,2,1,Male,English,0,"None, everything worked just fine.",Asian,Firefox,Mac,900,1440,8.640866666666666,
390,condition1,no,0.82,"Late one night, Joanne hears loud crashing noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Joanne heard were indeed from a burglar, whom the police promptly arrest. Joanne files a claim with her insurance company for the damage caused by the forced entry.","Joanne has insurance that covers ""Emergency Damages."" In an ""Emergency Damages"" event,",yes,Emergency Damages,no,An incident occurs with first responders who make a forced home entry.This incident results in damage to the policyholder's property.,85,15,16729,covered,1,21,Yes,Thank you for the opportunity to participate in this study today.,2,1,Male,English,0,"None, everything worked just fine.",Asian,Firefox,Mac,900,1440,8.640866666666666,
390,condition1,no,0.59,Carol's bathroom wall has become severely damaged due to a pipe that slowly leaked over several days before Carol got around to calling a plumber who could fix the leak. Carol files a claim with her insurance company for the damage to her wall.,"Carol has insurance that covers ""Escape of Water."" In an ""Escape of Water'' event,",no,Escape Of Water,no,An incident occurs with an internal source that releases water in an abrupt and unexpected manner.This incident results in damage to the policyholder's property.,50,16,33228,uncovered,1,21,Yes,Thank you for the opportunity to participate in this study today.,2,1,Male,English,0,"None, everything worked just fine.",Asian,Firefox,Mac,900,1440,8.640866666666666,
389,condition1,no,0.82,"One day, a hail storm hits Mia's house and causes damage to the plants on her balcony. Many plants lose leaves and some are completely covered in ice, causing them to die. Mia files a claim with her insurance company for the damage.","Mia has insurance that covers ""Hail Damage."" In a ""Hail Damage"" event, ",no,Hail Damage,no,An incident occurs with hail of such intensity that it results in damage specifically to hard surfaces or breaks glass.,75,3,34908,filler_uncovered,0,31,Yes,,4,0,Female,English,0,No,White,Chrome,Windows,1080,1920,7.1824,
389,condition1,no,0.51,"Lucas, who lives alone, goes on vacation and leaves his car locked in his home garage. However, surveillance footage captures a masked assailant breaking into his car and stealing Lucas's very high-end seat covers. Lucas files a claim with his insurance company for the loss.","Lucas has insurance that covers ""Vehicle Theft."" In a ""Vehicle Theft"" event, ",yes,Vehicle Theft,no,An incident occurs with loss due to theft to policyholder's car or car accessories.,50,4,43243,filler_covered,0,31,Yes,,4,0,Female,English,0,No,White,Chrome,Windows,1080,1920,7.1824,
389,condition1,yes,0,"Mariam has a fixed oil-fired heater in her living room. One night, the heater cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.","Mariam has insurance that covers ""Escape of Oil."" In an ""Escape of Oil"" event,",yes,Escape Of Oil,yes,An incident that occurs with oil that is leaked by a fixed heating installation results in damage to the policyholder's property.,50,5,44611,covered,0,31,Yes,,4,0,Female,English,0,No,White,Chrome,Windows,1080,1920,7.1824,
389,condition1,yes,0.9,"Gavin works as an A/C repair technician in a small town. One day, Gavin offers to help his girlfriend repair an air conditioner located on the second story of her home. Because Gavin is an experienced repairman, he knows that the safest way to access the unit is with a sturdy ladder. While climbing the ladder, Gavin loses his balance and falls, causing significant injury. Because of this, he subsequently has to stop working for weeks. Gavin files a claim with his insurance company for lost income.","Gavin has insurance that covers ""General Damages."" In a ""General Damages'' event,",no,General Damages,yes,An incident that occurs with a policyholder who is injured by a workplace hazard results in missed employment for the policyholder.,90,6,31631,controversial,0,31,Yes,,4,0,Female,English,0,No,White,Chrome,Windows,1080,1920,7.1824,
389,condition1,yes,0.72,Carol's bathroom wall has become severely damaged due to a pipe that slowly leaked over several days before Carol got around to calling a plumber who could fix the leak. Carol files a claim with her insurance company for the damage to her wall.,"Carol has insurance that covers ""Escape of Water."" In an ""Escape of Water'' event,",no,Escape Of Water,no,An incident that occurs with an internal source that releases water in an abrupt and unexpected manner results in damage to the policyholder's property.,50,7,23417,uncovered,0,31,Yes,,4,0,Female,English,0,No,White,Chrome,Windows,1080,1920,7.1824,
389,condition1,yes,0.92,"Denise is moving to a new home on the other side of town. She rents a truck and decides she will move her own belongings out of her current home. During the move, her truck is involved in a minor accident that damages several pieces of her furniture and other belongings. Denise files a claim with her insurance company for the damage to her belongings.","Denise has insurance that covers ""House Removal."" In a ""House Removal"" event,",no,House Removal,yes,An incident that occurs with policyholder belongings that are moved by professional contractors results in damage to those belongings.,100,8,17333,uncovered,0,31,Yes,,4,0,Female,English,0,No,White,Chrome,Windows,1080,1920,7.1824,
389,condition1,no,0.75,"One day, a lightning storm passes through Cam's neighborhood and lightning hits his neighborhood's power plant, causing a power outage. Cam goes to his attic with a candle to reset the circuit breaker, but he drops the candle and starts a fire so large that almost all of his roof burns before firefighters manage to extinguish it. Cam files a claim with his insurance company for the damage.","Cam has insurance that covers ""Storm Damage."" In a ""Storm Damage"" event,",no,Storm Damage,yes,An incident occurs with lightning that is created by a storm.This incident results in damage to the policyholder's property.,90,9,24087,uncovered,0,31,Yes,,4,0,Female,English,0,No,White,Chrome,Windows,1080,1920,7.1824,
389,condition1,no,0.25,"One day, Gwen drives her SUV to the grocery store. After she parks the car, she injures her wrist when she opens her driver-side door into an oncoming car. This incident ultimately leads to thousands of dollars in medical expenses. Gwen files a claim with her insurance company for the damages.","Gwen has insurance that covers a ""Personal Accident."" In a ""Personal Accident"" event,",no,Personal Accident,yes,An incident occurs with a policyholder who is injured by a vehicular collision.This incident results in substantial damage to the policyholder's person.,50,10,25817,controversial,0,31,Yes,,4,0,Female,English,0,No,White,Chrome,Windows,1080,1920,7.1824,
389,condition1,yes,0.01,"Justin, a professional plumber, is repairing his leaky kitchen sink when he notices more extensive damage to a pipe that leads to the kitchen. In order to access and repair the damaged pipe, Justin has to tear out drywall and tear up floorboards. He files a claim with his insurance company for the damage.","Justin has insurance that covers ""Trace and Access."" In a ""Trace and Access"" event,",no,Trace And Access,no,An incident that occurs with a skilled professional who accesses cables or pipes under reasonable circumstances results in damage to the policyholder's property.,45,11,29355,covered,0,31,Yes,,4,0,Female,English,0,No,White,Chrome,Windows,1080,1920,7.1824,
389,condition1,no,0.99,"Late one night, Joanne hears loud crashing noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Joanne heard were indeed from a burglar, whom the police promptly arrest. Joanne files a claim with her insurance company for the damage caused by the forced entry.","Joanne has insurance that covers ""Emergency Damages."" In an ""Emergency Damages"" event,",no,Emergency Damages,no,An incident occurs with first responders who make a forced home entry.This incident results in damage to the policyholder's property.,100,12,20601,covered,0,31,Yes,,4,0,Female,English,0,No,White,Chrome,Windows,1080,1920,7.1824,
389,condition1,yes,0.59,"Beth lives in a very quiet neighborhood at the edge of town with her two young children. Upon returning home from work one day, she sees that an exterior wall of her house is covered in graffiti. She reviews her home surveillance footage and sees that her estranged young adult son spraypainted the wall. She hires professional painters to paint over the graffiti. Beth files a claim with her insurance company for the damages.","Beth has insurance that covers ""Malicious Acts or Vandalism."" In a ""Malicious Acts or Vandalism"" event,",yes,Malicious Acts Or Vandalism,no,An incident that occurs with an adverse third party that wields a colorant or stain results in damage to the policyholder's property.,60,13,35809,controversial,0,31,Yes,,4,0,Female,English,0,No,White,Chrome,Windows,1080,1920,7.1824,
389,condition1,no,0.49,"One evening, two semi trucks collide with one another at high speed outside Blake's house. The impact from the crash causes Blake's house to shake and thereby damages the house's foundation. Blake files a claim with his insurance company for the damage.","Blake has home insurance that covers ""Ground Heave."" In a ""Ground Heave"" event,",yes,Ground Heave,no,An incident occurs with an external force that induces ground movement or landslip.This incident results in damage to the policyholder's property.,75,14,17989,controversial,0,31,Yes,,4,0,Female,English,0,No,White,Chrome,Windows,1080,1920,7.1824,
389,condition1,no,0.87,"Aneesh drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league game hits his car's front hood. When he returns, he discovers that the hood has been severely damaged. Aneesh files a claim with his insurance company for the damage.","Aneesh has insurance that covers ""Vehicle Glass Damage."" In a ""Vehicle Glass Damage"" event,",no,Vehicle Glass,no,An incident occurs with an external force that breaks vehicle glass.This incident results in damage to the body work of the policyholder's vehicle.,90,15,26582,uncovered,0,31,Yes,,4,0,Female,English,0,No,White,Chrome,Windows,1080,1920,7.1824,
389,condition1,no,0.81,"One day, Ken parks his car next to his home, and while he is out on a jog his neighbor's home catches fire. The fire spreads to Ken's car, which is subsequently destroyed in the blaze. Ken files a claim with his insurance company for the damage.","Ken has insurance that covers ""Vehicle Fire."" In a ""Vehicle Fire"" event,",yes,Vehicle Fire,yes,An incident occurs with a fire or explosion that is instigated by an external force.This incident results in damage to the policyholder's property.,80,16,20618,covered,0,31,Yes,,4,0,Female,English,0,No,White,Chrome,Windows,1080,1920,7.1824,
393,condition1,no,0.38,"One day, a hail storm hits Mia's house and causes damage to the plants on her balcony. Many plants lose leaves and some are completely covered in ice, causing them to die. Mia files a claim with her insurance company for the damage.","Mia has insurance that covers ""Hail Damage."" In a ""Hail Damage"" event, ",yes,Hail Damage,no,An incident occurs with hail of such intensity that it results in damage specifically to hard surfaces or breaks glass.,40,3,103791,filler_uncovered,1,40,Yes,"None, thank you",4,2,Male,English,0,No,White,Chrome,Windows,1080,3840,12.667733333333333,
393,condition1,no,0.87,"Lucas, who lives alone, goes on vacation and leaves his car locked in his home garage. However, surveillance footage captures a masked assailant breaking into his car and stealing Lucas's very high-end seat covers. Lucas files a claim with his insurance company for the loss.","Lucas has insurance that covers ""Vehicle Theft."" In a ""Vehicle Theft"" event, ",yes,Vehicle Theft,no,An incident occurs with loss due to theft to policyholder's car or car accessories.,98,4,47313,filler_covered,1,40,Yes,"None, thank you",4,2,Male,English,0,No,White,Chrome,Windows,1080,3840,12.667733333333333,
393,condition1,yes,0.96,"Aneesh drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league game hits his car's front windshield. When he returns, he discovers that the windshield has been severely damaged and that broken shards from the windshield managed to leave scratches on the car. Aneesh files a claim with his insurance company for the damage.","Aneesh has insurance that covers ""Vehicle Glass Damage."" In a ""Vehicle Glass Damage"" event,",yes,Vehicle Glass,no,An incident that occurs with an external force that breaks vehicle glass results in damage to the body work of the policyholder's vehicle.,100,5,45507,covered,1,40,Yes,"None, thank you",4,2,Male,English,0,No,White,Chrome,Windows,1080,3840,12.667733333333333,
393,condition1,no,0.72,"Late one night, Joanne hears loud crashing noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that Joanne is experiencing mild paranoia after having recently watched a movie that involved a home burglary. Joanne files a claim with her insurance company for the damage caused by the forced entry.","Joanne has insurance that covers ""Emergency Damages."" In an ""Emergency Damages"" event,",yes,Emergency Damages,no,An incident occurs with first responders who make a forced home entry.This incident results in damage to the policyholder's property.,65,6,76180,controversial,1,40,Yes,"None, thank you",4,2,Male,English,0,No,White,Chrome,Windows,1080,3840,12.667733333333333,
393,condition1,yes,0.9,Carol's bathroom wall has become severely damaged due to a pipe that suddenly burst. Carol files a claim with her insurance company for the damage to her wall.,"Carol has insurance that covers ""Escape of Water."" In an ""Escape of Water'' event,",yes,Escape Of Water,yes,An incident that occurs with water that is released by an internal source in an abrupt and unexpected manner results in damage to the policyholder's property.,99,7,29245,covered,1,40,Yes,"None, thank you",4,2,Male,English,0,No,White,Chrome,Windows,1080,3840,12.667733333333333,
393,condition1,yes,0.86,"One day, Ken parks his car next to his home and leaves a smoldering cigarette butt in his car ashtray. The cigarette butt does not catch fire, but it causes significant smoke damage to the car's interior. Ken files a claim with his insurance company for the damage.","Ken has insurance that covers ""Vehicle Fire."" In a ""Vehicle Fire"" event,",no,Vehicle Fire,yes,An incident that occurs with a fire or explosion that is instigated by an external force results in damage to the policyholder's vehicle.,70,8,40465,uncovered,1,40,Yes,"None, thank you",4,2,Male,English,0,No,White,Chrome,Windows,1080,3840,12.667733333333333,
393,condition1,yes,0.92,"Mariam has a wall-mounted oil lamp in her living room. One night, the lamp cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.","Mariam has insurance that covers ""Escape of Oil."" In an ""Escape of Oil"" event,",yes,Escape Of Oil,no,An incident that occurs with a fixed heating installation that leaks oil results in damage to the policyholder's property.,98,9,35040,controversial,1,40,Yes,"None, thank you",4,2,Male,English,0,No,White,Chrome,Windows,1080,3840,12.667733333333333,
